run_id,config_label,baseline_variant,variant,filename,base_property_result,variant_property_result,base_total_time_s,variant_total_time_s,time_ratio_variant_over_base,delta_total_time_s,comparison
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e8_64_e7_80.lus,Unsafe,Unsafe,0.104000,0.104000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e7_27.lus,Safe,Safe,0.102000,0.102000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/switch.lus,Error,Error,0.110000,0.110000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/switch2.lus,Error,Error,0.110000,0.110000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e8_64_e8_207.lus,Unsafe,Unsafe,0.007000,0.007000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/_6counter2.lus,Unsafe,Unsafe,0.105000,0.105000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e7_27_e7_31.lus,Safe,Safe,0.102000,0.102000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/_6counter.lus,Unsafe,Unsafe,0.363000,0.363000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e8_48.lus,Unsafe,Unsafe,0.008000,0.008000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark.lus,Safe,Safe,0.086000,0.086000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/misc/stalmark_e7_76.lus,Safe,Safe,0.102000,0.102000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/ums_e8_1032.lus,Safe,Safe,0.112000,0.112000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e7_207_e7_41.lus,Unsafe,Unsafe,0.016000,0.016000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/tramway.lus,Safe,Safe,0.589000,0.589000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/ums_e7_1700.lus,Unsafe,Unsafe,0.290000,0.290000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e7_21.lus,Unsafe,Unsafe,0.016000,0.016000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e7_207_e8_241.lus,Safe,Safe,0.076000,0.076000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/tramway_e7_1834_e8_3192.lus,Safe,Safe,0.588000,0.588000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e8_6.lus,Safe,Safe,0.077000,0.077000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/tramway_e7_1834_e7_2363.lus,Safe,Safe,0.092000,0.092000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/ums.lus,Safe,Safe,0.089000,0.089000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell.lus,Safe,Safe,0.078000,0.078000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/tramway_e7_1834.lus,Safe,Safe,0.074000,0.074000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e8_6_e7_651.lus,Unsafe,Unsafe,0.016000,0.016000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Bool/simulation/production_cell_e8_6_e8_427.lus,Unsafe,Unsafe,0.075000,0.075000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_4_e7_2197.lus,Unsafe,Unsafe,0.272000,0.272000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_9.lus,Safe,Safe,0.058000,0.058000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_6.lus,Safe,Safe,0.079000,0.079000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_6.lus,Unsafe,Unsafe,0.582000,0.582000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_7.lus,Safe,Safe,0.056000,0.056000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_6_e7_399.lus,Unsafe,Unsafe,1.138000,1.138000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_4.lus,Safe,Safe,0.080000,0.080000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_1_e7_1621.lus,Unsafe,Unsafe,0.202000,0.202000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_8.lus,Safe,Safe,0.056000,0.056000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_4.lus,Unsafe,Unsafe,0.129000,0.129000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_all.lus,Safe,Safe,0.286000,0.286000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_3.lus,Safe,Safe,0.098000,0.098000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_3.lus,Unsafe,Unsafe,0.091000,0.091000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_1.lus,Unsafe,Unsafe,0.949000,0.949000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_2.lus,Unsafe,Unsafe,0.018000,0.018000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_all.lus,Safe,Safe,0.389000,0.389000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/readwrit.lus,Safe,Safe,0.055000,0.055000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_1.lus,Safe,Safe,0.076000,0.076000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_2.lus,Safe,Safe,0.101000,0.101000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_5.lus,Safe,Safe,0.058000,0.058000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_3.lus,Safe,Safe,0.076000,0.076000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_2.lus,Safe,Safe,0.067000,0.067000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_1_e7_4234.lus,Safe,Safe,0.076000,0.076000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_1.lus,Safe,Safe,0.072000,0.072000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_4.lus,Safe,Safe,0.112000,0.112000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_8.lus,Unsafe,Unsafe,0.369000,0.369000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_10_e7_106_e7_2564.lus,Safe,Safe,0.092000,0.092000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_5_e7_3972.lus,Safe,Safe,0.068000,0.068000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_6_e7_10_e7_341.lus,Unsafe,Unsafe,0.357000,0.357000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_7.lus,Unsafe,Unsafe,0.949000,0.949000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_all_e7_2500.lus,Safe,Safe,0.584000,0.584000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_9.lus,Unsafe,Unsafe,0.714000,0.714000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_10.lus,Safe,Safe,0.054000,0.054000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/rtp_vt.lus,Safe,Safe,77.316000,77.316000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/swimmingpool_5.lus,Unsafe,Unsafe,0.189000,0.189000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/protocol/peterson_vt.lus,Unsafe,Unsafe,0.412000,0.412000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_2.lus,Safe,Safe,0.068000,0.068000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e3_442_e5_260.lus,Safe,Safe,0.036000,0.036000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e7_3176.lus,Safe,Safe,0.145000,0.145000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e7_217_e3_132.lus,Safe,Safe,0.054000,0.054000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_145_e8_73.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_145_e1_343.lus,Unsafe,Unsafe,0.013000,0.013000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters.lus,Unsafe,Unsafe,6.824000,6.824000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e7_3176_e1_2924.lus,Safe,Safe,0.165000,0.165000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e2_3.lus,Safe,Safe,0.035000,0.035000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_145_e3_222.lus,Safe,Safe,0.067000,0.067000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e7_334_e2_62.lus,Safe,Safe,0.076000,0.076000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_1.lus,Safe,Safe,0.085000,0.085000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/traffic_e7_46_e7_171.lus,Unsafe,Unsafe,0.013000,0.013000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_149.lus,Unsafe,Unsafe,0.013000,0.013000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e7_334_e3_42.lus,Safe,Safe,0.053000,0.053000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e3_59_e7_2122.lus,Safe,Safe,0.158000,0.158000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8_e7_74.lus,Unsafe,Unsafe,0.025000,0.025000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8_e7_74_e7_740.lus,Unsafe,Unsafe,0.026000,0.026000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e7_99.lus,Unsafe,Unsafe,0.020000,0.020000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916.lus,Safe,Safe,0.046000,0.046000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8_e8_220_e7_249.lus,Unsafe,Unsafe,0.025000,0.025000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/two_counters_e1_268.lus,Unsafe,Unsafe,0.010000,0.010000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e1_36.lus,Unsafe,Unsafe,0.026000,0.026000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450.lus,Safe,Safe,0.196000,0.196000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e1_350.lus,Unsafe,Unsafe,0.012000,0.012000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560.lus,Safe,Safe,0.048000,0.048000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e3_389.lus,Safe,Safe,0.035000,0.035000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e3_442_e4_165.lus,Safe,Safe,0.034000,0.034000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e7_217_e7_31.lus,Unsafe,Unsafe,0.012000,0.012000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all_e7_591.lus,Safe,Safe,0.149000,0.149000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e1_301.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/two_counters_e3_325.lus,Unsafe,Unsafe,0.027000,0.027000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e7_334.lus,Timeout,Timeout,0.077000,0.077000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters_e8_371_e1_448.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e8_1703_e7_3491.lus,Unsafe,Unsafe,0.021000,0.021000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_1_e7_1669.lus,Safe,Safe,0.086000,0.086000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e7_217.lus,Unsafe,Unsafe,0.042000,0.042000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/traffic.lus,Safe,Safe,0.038000,0.038000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/two_counters_e2_3.lus,Unsafe,Unsafe,0.021000,0.021000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852.lus,Safe,Safe,0.203000,0.203000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters_e3_140_e8_149.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524.lus,Safe,Safe,0.151000,0.151000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_145_e2_169.lus,Safe,Safe,0.060000,0.060000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e7_145_e7_154.lus,Unsafe,Unsafe,0.012000,0.012000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters_e8_371_e7_304.lus,Unsafe,Unsafe,1.254000,1.254000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e3_329_e4_1.lus,Safe,Safe,0.043000,0.043000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6countern.lus,Unsafe,Unsafe,0.006000,0.006000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e7_334_e7_118.lus,Unsafe,Unsafe,0.010000,0.010000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e8_1703.lus,Safe,Safe,0.068000,0.068000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_4.lus,Safe,Safe,0.063000,0.063000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3_e7_1312_e7_1495.lus,Unsafe,Unsafe,0.025000,0.025000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e7_217_e1_89.lus,Unsafe,Unsafe,0.013000,0.013000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e7_334_e1_431.lus,Unsafe,Unsafe,0.025000,0.025000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8.lus,Unsafe,Unsafe,0.026000,0.026000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters_e8_371_e2_80.lus,Safe,Safe,0.020000,0.020000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/two_counters.lus,Safe,Safe,1.149000,1.149000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e3_207.lus,Safe,Safe,0.036000,0.036000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_3.lus,Safe,Safe,0.045000,0.045000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e3_329_e5_124.lus,Safe,Safe,0.043000,0.043000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/_6counters_e8_371_e3_224.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8_e7_74_e8_302.lus,Unsafe,Unsafe,0.025000,0.025000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all_e3_557_e7_3464.lus,Safe,Safe,0.126000,0.126000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_5_e7_3307.lus,Safe,Safe,0.070000,0.070000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/two_counters_e7_222.lus,Unsafe,Unsafe,0.010000,0.010000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/traffic_e7_46.lus,Unsafe,Unsafe,0.009000,0.009000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/twisted_counters.lus,Safe,Safe,2.017000,2.017000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e3_389_e5_5.lus,Safe,Safe,0.036000,0.036000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e2_63.lus,Safe,Safe,0.052000,0.052000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_2_e3_99.lus,Safe,Safe,0.043000,0.043000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all_e2_1117_e7_553.lus,Safe,Safe,0.147000,0.147000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7.lus,Safe,Safe,0.140000,0.140000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_4_e7_1775_e7_3320.lus,Safe,Safe,0.061000,0.061000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e3_389_e4_294.lus,Safe,Safe,0.033000,0.033000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all.lus,Safe,Safe,0.138000,0.138000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_1_e7_217_e2_352.lus,Safe,Safe,0.055000,0.055000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_7_e8_2126_e7_78.lus,Safe,Safe,0.148000,0.148000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_all_e1_2706_e7_1776.lus,Safe,Safe,0.147000,0.147000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/durationThm_3_e2_63.lus,Safe,Safe,0.034000,0.034000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_5.lus,Safe,Safe,0.062000,0.062000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_6_e7_1096_e7_2688.lus,Safe,Safe,0.066000,0.066000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex8_e8_220.lus,Unsafe,Unsafe,0.026000,0.026000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ex3.lus,Safe,Safe,0.110000,0.110000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/misc/ticket3i_6.lus,Safe,Safe,0.067000,0.067000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_2_e7_25_e8_3171.lus,Safe,Safe,0.063000,0.063000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_10_e1_3587_e7_872.lus,Unsafe,Unsafe,0.023000,0.023000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049.lus,Unsafe,Unsafe,0.056000,0.056000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e1_2924.lus,Timeout,Timeout,,,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_4_e7_2329.lus,Unsafe,Unsafe,0.089000,0.089000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e5_1637.lus,Unsafe,Unsafe,0.054000,0.054000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e7_1607.lus,Unsafe,Unsafe,0.020000,0.020000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e3_2657.lus,Unsafe,Unsafe,0.057000,0.057000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_all_e7_1909.lus,Unsafe,Unsafe,0.024000,0.024000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_all2_e8_5504_e1_4719.lus,Unsafe,Unsafe,0.027000,0.027000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_3_e3_5422_e2_3135.lus,Safe,Safe,0.070000,0.070000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_all_e2_6104_e2_3308.lus,Safe,Safe,0.183000,0.183000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/DRAGON_10_e1_998.lus,Safe,Safe,0.088000,0.088000,,,baseline
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,base,FMCAD08/Int/memory1/FIREFLY_a3_e1_3233.lus,Unsafe,Unsafe,0.064000,0.064000,,,baseline
