run_id,config_label,baseline_variant,filename,base__property_result,base__frame_sizes,base__total_time,base__k,base__solver,base__max_memory(MB),base__execution_time(s),base__cpu_time(s),base__exit_code,base__timed_out,asc_l1l2__property_result,asc_l1l2__frame_sizes,asc_l1l2__total_time,asc_l1l2__k,asc_l1l2__solver,asc_l1l2__max_memory(MB),asc_l1l2__execution_time(s),asc_l1l2__cpu_time(s),asc_l1l2__exit_code,asc_l1l2__timed_out,desc_l2l1__property_result,desc_l2l1__frame_sizes,desc_l2l1__total_time,desc_l2l1__k,desc_l2l1__solver,desc_l2l1__max_memory(MB),desc_l2l1__execution_time(s),desc_l2l1__cpu_time(s),desc_l2l1__exit_code,desc_l2l1__timed_out,pic3__property_result,pic3__frame_sizes,pic3__total_time,pic3__k,pic3__solver,pic3__max_memory(MB),pic3__execution_time(s),pic3__cpu_time(s),pic3__exit_code,pic3__timed_out,base_x3__property_result,base_x3__frame_sizes,base_x3__total_time,base_x3__k,base_x3__solver,base_x3__max_memory(MB),base_x3__execution_time(s),base_x3__cpu_time(s),base_x3__exit_code,base_x3__timed_out
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e7_1043.lus,Safe,1,0.045,2,20,42.45,0.53,0.08,0,false,Safe,1,0.030,2,20,46.54,0.52,0.05,0,false,Safe,1,0.031,2,20,34.04,0.52,0.05,0,false,Safe,1,0.030,2,20,100.91,0.52,0.10,0,false,Safe,1,0.030,2,20,76.83,0.53,0.11,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i4.lus,Unsafe,4 2,0.097,2,82,46.31,0.53,0.13,40,false,Unsafe,4 2,0.094,2,79,46.34,0.54,0.12,40,false,Unsafe,4 2,0.099,2,82,46.60,0.54,0.12,40,false,Unsafe,4 2,0.100,2,82,101.71,0.52,0.31,40,false,Unsafe,4 2,0.114,2,82,100.29,0.63,0.36,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_1.lus,Safe,1,0.038,2,25,44.27,0.52,0.06,0,false,Safe,1,0.036,2,24,42.86,0.55,0.07,0,false,Safe,1,0.038,2,25,46.29,0.52,0.06,0,false,Safe,1,0.037,2,25,102.04,0.52,0.12,0,false,Safe,1,0.051,2,25,100.98,0.53,0.17,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e3_2698.lus,Unsafe,,0.027,0,2,33.33,0.53,0.06,40,false,Unsafe,,0.018,0,2,33.25,0.54,0.05,40,false,Unsafe,,0.018,0,2,33.63,0.52,0.04,40,false,Unsafe,,0.018,0,2,64.34,0.42,0.09,40,false,Unsafe,,0.018,0,2,63.67,0.42,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e8_1708.lus,Safe,1,0.036,2,26,46.17,0.52,0.05,0,false,Safe,1,0.035,2,26,45.85,0.53,0.06,0,false,Safe,1,0.037,2,27,46.68,0.53,0.06,0,false,Safe,1,0.036,2,26,101.12,0.52,0.12,0,false,Safe,1,0.036,2,26,100.40,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e8_251_e2_1053.lus,Unsafe,,0.014,0,2,45.84,0.54,0.05,40,false,Unsafe,,0.014,0,2,32.96,0.44,0.05,40,false,Unsafe,,0.014,0,2,32.70,0.52,0.04,40,false,Unsafe,,0.013,0,2,20.91,0.42,0.07,40,false,Unsafe,,0.014,0,2,21.16,0.43,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e7_1062.lus,Safe,1,0.031,2,20,46.10,0.54,0.05,0,false,Safe,1,0.032,2,20,46.14,0.53,0.06,0,false,Safe,1,0.032,2,20,33.93,0.54,0.05,0,false,Safe,1,0.031,2,20,101.46,0.52,0.11,0,false,Safe,1,0.032,2,20,100.90,0.53,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_2_e1_1239_e2_74.lus,Unsafe,,0.014,0,2,32.45,0.52,0.04,40,false,Unsafe,,0.013,0,2,32.43,0.52,0.04,40,false,Unsafe,,0.013,0,2,32.92,0.52,0.04,40,false,Unsafe,,0.014,0,2,88.85,0.54,0.08,40,false,Unsafe,,0.013,0,2,21.44,0.42,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e2_458.lus,Unsafe,,0.013,0,2,20.92,0.42,0.04,40,false,Unsafe,,0.014,0,2,32.84,0.53,0.05,40,false,Unsafe,,0.032,0,2,20.89,0.56,0.09,40,false,Unsafe,,0.014,0,2,21.17,0.42,0.08,40,false,Unsafe,,0.013,0,2,60.85,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123.lus,Safe,3,0.062,2,53,46.14,0.52,0.08,0,false,Safe,3,0.059,2,51,44.73,0.54,0.09,0,false,Safe,3,0.063,2,53,34.09,0.63,0.09,0,false,Safe,3,0.060,2,53,34.90,0.54,0.20,0,false,Safe,3,0.074,2,53,89.73,0.53,0.24,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_4_e8_420_e8_1525.lus,Safe,1,0.050,2,28,19.82,0.52,0.08,0,false,Safe,1,0.075,2,28,42.48,0.54,0.12,0,false,Safe,1,0.035,2,28,46.65,0.52,0.05,0,false,Safe,1,0.036,2,28,101.72,0.53,0.13,0,false,Safe,1,0.036,2,28,100.38,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_2_e3_216.lus,Unsafe,0,0.034,1,9,44.36,0.52,0.07,40,false,Unsafe,0,0.028,1,9,34.02,0.52,0.05,40,false,Unsafe,0,0.029,1,9,34.04,0.43,0.05,40,false,Unsafe,0,0.029,1,9,100.66,0.52,0.11,40,false,Unsafe,0,0.028,1,9,64.53,0.43,0.11,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e8_1896.lus,Unsafe,,0.023,0,2,20.93,0.53,0.09,40,false,Unsafe,,0.018,0,2,34.62,0.53,0.05,40,false,Unsafe,,0.019,0,2,33.38,0.43,0.05,40,false,Unsafe,,0.018,0,2,63.99,0.42,0.10,40,false,Unsafe,,0.018,0,2,62.78,0.52,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e3_1041.lus,Unsafe,0,0.038,1,21,46.61,0.52,0.06,40,false,Unsafe,0,0.040,1,21,46.45,0.53,0.07,40,false,Unsafe,0,0.042,1,22,46.48,0.52,0.06,40,false,Unsafe,0,0.040,1,21,100.51,0.53,0.15,40,false,Unsafe,0,0.039,1,21,101.21,0.52,0.14,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e2_236.lus,Unsafe,,0.014,0,2,20.90,0.42,0.04,40,false,Unsafe,,0.014,0,2,32.82,0.53,0.05,40,false,Unsafe,,0.014,0,2,32.94,0.52,0.04,40,false,Unsafe,,0.013,0,2,60.51,0.53,0.08,40,false,Unsafe,,0.014,0,2,59.89,0.53,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e2_1599_e8_1334.lus,Safe,1,0.037,2,20,46.43,0.52,0.06,0,false,Safe,1,0.037,2,20,46.80,0.52,0.06,0,false,Safe,1,0.037,2,20,46.67,0.52,0.06,0,false,Safe,1,0.037,2,20,89.55,0.54,0.15,0,false,Safe,1,0.038,2,20,100.24,0.52,0.13,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1.lus,Unsafe,,0.014,0,2,21.14,0.42,0.04,40,false,Unsafe,,0.031,0,2,31.50,0.56,0.09,40,false,Unsafe,,0.014,0,2,21.03,0.54,0.05,40,false,Unsafe,,0.025,0,2,94.13,0.53,0.13,40,false,Unsafe,,0.014,0,2,21.30,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e7_3447.lus,Unsafe,,0.020,0,2,43.70,0.53,0.06,40,false,Unsafe,,0.045,0,2,32.03,0.55,0.11,40,false,Unsafe,,0.019,0,2,44.14,0.53,0.07,40,false,Unsafe,,0.035,0,2,89.86,0.53,0.16,40,false,Unsafe,,0.020,0,2,93.43,0.52,0.12,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447_e3_1180.lus,Safe,2,0.047,2,39,44.19,0.53,0.07,0,false,Safe,2,0.047,2,37,46.44,0.52,0.07,0,false,Safe,2,0.081,2,39,46.61,0.55,0.10,0,false,Safe,2,0.049,2,39,101.96,0.54,0.16,0,false,Safe,2,0.053,2,39,20.00,0.53,0.18,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447_e1_1292.lus,Safe,7 4,0.154,3,180,46.94,0.64,0.18,0,false,Safe,7 4,0.148,3,176,46.92,0.63,0.17,0,false,Safe,7 4,0.148,3,174,46.84,0.62,0.16,0,false,Safe,7 4,0.163,3,180,103.34,0.64,0.49,0,false,Safe,7 4,0.167,3,180,102.27,0.63,0.51,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3.lus,Unsafe,,0.035,0,2,43.81,0.54,0.06,40,false,Unsafe,,0.013,0,2,20.99,0.55,0.06,40,false,Unsafe,,0.013,0,2,43.57,0.53,0.05,40,false,Unsafe,,0.012,0,2,89.50,0.53,0.08,40,false,Unsafe,,0.013,0,2,60.30,0.52,0.07,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3_e1_1416_e1_1675.lus,Unsafe,,0.014,0,2,32.84,0.52,0.04,40,false,Unsafe,,0.014,0,2,33.20,0.42,0.04,40,false,Unsafe,,0.014,0,2,20.74,0.42,0.04,40,false,Unsafe,,0.014,0,2,21.15,0.42,0.07,40,false,Unsafe,,0.014,0,2,21.38,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_3.lus,Safe,1,0.036,2,26,44.12,0.54,0.06,0,false,Safe,1,0.037,2,26,19.49,0.53,0.07,0,false,Safe,1,0.038,2,27,46.11,0.52,0.05,0,false,Safe,1,0.036,2,26,20.14,0.52,0.12,0,false,Safe,1,0.036,2,26,100.63,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i4_e7_1017_e6_1132.lus,Safe,9 7 4 3,1.007,5,1274,51.05,1.46,1.00,0,false,Safe,9 6 3 1 0,2.036,6,2489,54.72,2.50,2.01,0,false,Safe,23 19 11 5,1.956,5,2197,53.16,2.40,1.94,0,false,Safe,9 7 4 3,1.067,5,1274,112.16,1.59,3.26,0,false,Safe,9 7 4 3,1.086,5,1274,113.49,1.57,3.23,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e7_1262.lus,Safe,3,0.057,2,46,46.34,0.52,0.08,0,false,Safe,3,0.055,2,45,44.62,0.52,0.08,0,false,Safe,3,0.058,2,47,46.35,0.54,0.09,0,false,Safe,3,0.057,2,46,102.04,0.53,0.19,0,false,Safe,3,0.059,2,46,100.85,0.55,0.20,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e8_953.lus,Safe,3,0.061,2,51,46.60,0.52,0.08,0,false,Safe,3,0.057,2,49,44.01,0.55,0.08,0,false,Safe,3,0.060,2,51,44.98,0.54,0.08,0,false,Safe,3,0.060,2,51,101.67,0.53,0.20,0,false,Safe,3,0.063,2,51,101.11,0.53,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_6_e7_938_e2_1012.lus,Safe,3,0.053,2,48,46.18,0.53,0.07,0,false,Safe,3,0.054,2,47,44.80,0.54,0.08,0,false,Safe,3,0.056,2,49,46.36,0.52,0.08,0,false,Safe,3,0.059,2,48,100.72,0.53,0.19,0,false,Safe,3,0.056,2,48,94.40,0.52,0.19,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e3_495.lus,Unsafe,3,0.082,1,63,46.34,0.54,0.11,40,false,Unsafe,4,0.094,1,76,46.84,0.65,0.13,40,false,Unsafe,4,0.092,1,77,46.34,0.53,0.12,40,false,Unsafe,3,0.086,1,63,101.13,0.52,0.30,40,false,Unsafe,3,0.090,1,63,101.39,0.52,0.29,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447_e7_2194.lus,Unsafe,7 3,0.210,2,217,46.98,0.63,0.24,40,false,Unsafe,2 1,0.071,2,54,34.41,0.63,0.10,40,false,Unsafe,2 1,0.071,2,56,46.69,0.54,0.11,40,false,Unsafe,2 1,0.083,2,73,101.09,0.52,0.24,40,false,Unsafe,7 3,0.233,2,217,102.42,0.74,0.71,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i1_e4_1986.lus,Unsafe,,0.013,0,2,32.84,0.52,0.04,40,false,Unsafe,,0.014,0,2,42.59,0.54,0.06,40,false,Unsafe,,0.016,0,2,45.48,0.52,0.05,40,false,Unsafe,,0.013,0,2,21.04,0.53,0.08,40,false,Unsafe,,0.013,0,2,21.14,0.53,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e3_1216.lus,Unsafe,0,0.034,1,15,46.43,0.52,0.06,40,false,Unsafe,0,0.035,1,15,46.12,0.52,0.06,40,false,Unsafe,0,0.034,1,15,46.66,0.52,0.05,40,false,Unsafe,0,0.035,1,15,101.29,0.55,0.13,40,false,Unsafe,0,0.037,1,15,100.87,0.52,0.13,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_1_e3_1884_e7_1875.lus,Safe,2,0.055,2,41,46.48,0.53,0.08,0,false,Safe,2,0.051,2,39,45.08,0.54,0.08,0,false,Safe,2,0.054,2,41,46.58,0.55,0.08,0,false,Safe,2,0.054,2,41,101.20,0.52,0.17,0,false,Safe,2,0.056,2,41,101.45,0.52,0.18,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_1.lus,Safe,1,0.033,2,25,46.02,0.53,0.05,0,false,Safe,1,0.034,2,24,46.02,0.53,0.06,0,false,Safe,1,0.033,2,25,46.27,0.52,0.05,0,false,Safe,1,0.033,2,25,63.76,0.52,0.11,0,false,Safe,1,0.033,2,25,101.45,0.52,0.12,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819.lus,Unsafe,,0.019,0,2,33.16,0.53,0.05,40,false,Unsafe,,0.019,0,2,21.05,0.52,0.06,40,false,Unsafe,,0.019,0,2,35.38,0.42,0.05,40,false,Unsafe,,0.019,0,2,62.46,0.43,0.10,40,false,Unsafe,,0.019,0,2,99.77,0.52,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e2_1599_e2_1815.lus,Unsafe,,0.015,0,2,21.04,0.42,0.04,40,false,Unsafe,,0.015,0,2,33.21,0.42,0.04,40,false,Unsafe,,0.015,0,2,32.93,0.53,0.05,40,false,Unsafe,,0.015,0,2,60.84,0.52,0.08,40,false,Unsafe,,0.015,0,2,21.33,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_i3_e1_447_e6_2281.lus,Safe,7 4,0.168,3,214,46.94,0.63,0.18,0,false,Safe,7 4,0.164,3,213,46.84,0.62,0.18,0,false,Safe,7 4,0.170,3,220,47.22,0.62,0.18,0,false,Safe,7 4,0.171,3,214,102.12,0.63,0.53,0,false,Safe,7 4,0.178,3,214,101.15,0.63,0.54,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e4_1595.lus,Safe,12 8,0.567,3,510,50.62,1.06,0.58,0,false,Safe,8 5 1,0.760,4,733,52.25,1.24,0.75,0,false,Safe,8 4 3,0.757,4,720,52.24,1.24,0.75,0,false,Safe,10 6,0.521,3,455,110.75,0.94,1.61,0,false,Safe,12 8,0.612,3,510,111.47,1.05,1.84,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e7_907_e7_1363.lus,Safe,4,0.060,2,54,44.04,0.52,0.08,0,false,Safe,4,0.064,2,58,46.09,0.53,0.08,0,false,Safe,4,0.060,2,54,46.46,0.53,0.08,0,false,Safe,4,0.060,2,54,101.63,0.52,0.20,0,false,Safe,4,0.062,2,54,95.57,0.52,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e2_1599_e1_2383.lus,Unsafe,,0.015,0,2,33.09,0.42,0.04,40,false,Unsafe,,0.015,0,2,32.92,0.52,0.05,40,false,Unsafe,,0.015,0,2,32.93,0.52,0.05,40,false,Unsafe,,0.014,0,2,21.06,0.42,0.08,40,false,Unsafe,,0.015,0,2,21.21,0.52,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e5_1637.lus,Unsafe,,0.014,0,2,32.71,0.43,0.04,40,false,Unsafe,,0.015,0,2,32.76,0.53,0.05,40,false,Unsafe,,0.014,0,2,21.00,0.42,0.04,40,false,Unsafe,,0.014,0,2,60.76,0.43,0.08,40,false,Unsafe,,0.014,0,2,21.26,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_123_e2_1653.lus,Unsafe,,0.022,0,2,45.11,0.56,0.07,40,false,Unsafe,,0.015,0,2,32.82,0.52,0.04,40,false,Unsafe,,0.015,0,2,44.25,0.52,0.05,40,false,Unsafe,,0.015,0,2,21.39,0.43,0.08,40,false,Unsafe,,0.014,0,2,89.86,0.53,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/ILLINOIS_3.lus,Safe,1,0.059,2,24,19.69,0.52,0.10,0,false,Safe,1,0.056,2,24,45.95,0.52,0.09,0,false,Safe,1,0.057,2,24,46.26,0.52,0.09,0,false,Safe,1,0.071,2,24,98.86,0.52,0.24,0,false,Safe,1,0.062,2,24,98.69,0.52,0.22,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MOESI_2_e3_929_e1_2319.lus,Unsafe,,0.014,0,2,21.05,0.55,0.06,40,false,Unsafe,,0.015,0,2,32.94,0.52,0.04,40,false,Unsafe,,0.015,0,2,33.18,0.43,0.05,40,false,Unsafe,,0.014,0,2,21.30,0.42,0.08,40,false,Unsafe,,0.014,0,2,21.44,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/MESI_3_e2_819_e2_562.lus,Unsafe,,0.041,0,2,21.15,0.56,0.11,40,false,Unsafe,,0.019,0,2,35.31,0.42,0.05,40,false,Unsafe,,0.019,0,2,33.03,0.43,0.05,40,false,Unsafe,,0.018,0,2,62.59,0.52,0.09,40,false,Unsafe,,0.018,0,2,100.90,0.53,0.09,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e4_34.lus,Unsafe,,0.014,0,2,32.84,0.52,0.04,40,false,Unsafe,,0.014,0,2,32.59,0.43,0.05,40,false,Unsafe,,0.024,0,2,42.62,0.53,0.08,40,false,Unsafe,,0.014,0,2,60.64,0.44,0.08,40,false,Unsafe,,0.014,0,2,21.38,0.42,0.08,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave37.lus,Unsafe,0,8.550,2,452,75.33,9.05,8.62,40,false,Unsafe,0,9.436,2,452,76.31,9.95,9.46,40,false,Unsafe,0,5.314,2,423,72.29,5.81,5.37,40,false,Unsafe,10,6.050,2,184,175.66,6.59,18.00,40,false,Unsafe,0,9.743,2,452,183.53,10.25,29.16,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/steam_boiler_no_arr2.lus,Safe,1 0,0.111,3,89,49.40,0.63,0.14,0,false,Safe,1 0,0.111,3,89,49.58,0.62,0.15,0,false,Safe,2 1,0.138,3,105,50.56,0.63,0.17,0,false,Safe,1 0,0.115,3,89,109.05,0.65,0.40,0,false,Safe,1 0,0.119,3,89,108.87,0.63,0.38,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave03.lus,Safe,0,0.048,2,12,46.42,0.52,0.13,0,false,Safe,0,0.048,2,12,49.02,0.62,0.14,0,false,Safe,0,0.048,2,12,48.16,0.63,0.14,0,false,Safe,0,0.047,2,12,106.12,0.65,0.20,0,false,Safe,0,0.047,2,12,68.17,0.63,0.20,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave01.lus,Safe,1 0,0.538,3,149,54.22,1.04,0.61,0,false,Safe,1 0,0.523,3,151,50.17,1.05,0.60,0,false,Safe,2 0,0.840,3,254,52.16,1.36,0.90,0,false,Safe,1 0,0.540,3,149,111.48,1.06,1.76,0,false,Safe,1 0,0.591,3,149,113.09,1.17,1.87,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave13.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave12.lus,Unsafe,0,0.439,2,37,50.13,0.94,0.52,40,false,Unsafe,0,0.455,2,37,50.08,0.93,0.54,40,false,Unsafe,0,0.440,2,37,50.04,0.94,0.54,40,false,Unsafe,0,0.449,2,37,110.27,0.94,1.39,40,false,Unsafe,0,0.480,2,37,110.77,1.04,1.52,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave31.lus,Unsafe,0,12.020,1,313,77.77,12.46,12.13,40,false,Timeout,9,10.263,1,146,130.88,302.26,1.00,1,true,Timeout,9,69.919,1,138,136.65,302.29,0.99,1,true,Unsafe,0,14.040,1,313,189.76,14.73,16.50,40,false,Unsafe,0,13.714,1,313,189.04,14.23,41.19,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave26.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave14.lus,Unsafe,0,1.361,2,159,51.13,1.87,1.43,40,false,Unsafe,0,0.754,2,67,50.27,1.36,0.84,40,false,Unsafe,0,0.865,2,61,50.72,1.45,0.94,40,false,Unsafe,6,0.823,1,102,111.48,1.36,2.54,40,false,Unsafe,0,1.598,2,159,112.16,2.09,4.86,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave32.lus,Unsafe,0,6.142,2,423,72.81,6.67,6.14,40,false,Unsafe,0,27.705,1,471,90.40,28.17,27.88,40,false,Timeout,12,5.126,1,213,110.78,300.24,3.15,30,true,Unsafe,0,6.550,2,423,179.02,7.32,8.74,40,false,Unsafe,0,7.211,2,423,179.14,7.75,21.72,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave27.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave16.lus,Safe,0,0.064,2,12,58.56,0.75,0.17,0,false,Safe,0,0.050,2,12,36.14,0.63,0.13,0,false,Safe,0,0.049,2,12,49.26,0.62,0.14,0,false,Safe,0,0.052,2,12,67.66,0.63,0.21,0,false,Safe,0,0.049,2,12,67.15,0.64,0.21,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave40.lus,Unsafe,0,0.054,2,13,48.27,0.52,0.14,40,false,Unsafe,0,0.057,2,13,44.65,0.53,0.14,40,false,Unsafe,0,0.054,2,13,52.53,0.52,0.14,40,false,Unsafe,0,0.064,2,13,74.61,0.53,0.26,40,false,Unsafe,0,0.054,2,13,102.76,0.64,0.27,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/steam_boiler_no_arr2_e1_17214_e5_18600.lus,Safe,1 0,0.111,3,89,50.68,0.63,0.15,0,false,Safe,1 0,0.110,3,89,50.07,0.63,0.15,0,false,Safe,2 1,0.139,3,105,50.53,0.64,0.18,0,false,Safe,1 0,0.114,3,89,108.93,0.63,0.39,0,false,Safe,1 0,0.116,3,89,109.62,0.63,0.38,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave28.lus,Unsafe,0,0.816,2,47,65.06,1.36,0.90,40,false,Unsafe,0,0.733,2,42,64.85,1.26,0.82,40,false,Unsafe,0,0.603,2,35,65.21,1.15,0.68,40,false,Unsafe,1,0.779,1,33,155.06,1.25,2.12,40,false,Unsafe,0,0.888,2,47,156.74,1.48,2.73,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave07.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave29.lus,Safe,9 4,20.911,3,502,88.72,21.49,21.07,0,false,Safe,10 5,5.273,3,535,72.42,5.80,5.34,0,false,Timeout,8,1.499,1,130,116.08,300.25,3.35,30,true,Safe,6 2,6.980,2,300,179.92,7.63,21.11,0,false,Safe,9 4,21.035,3,502,210.54,21.57,63.32,0,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave25.lus,Unsafe,0,0.052,2,13,45.12,0.62,0.14,40,false,Unsafe,0,0.053,2,13,47.43,0.62,0.17,40,false,Unsafe,0,0.054,2,13,48.68,0.64,0.16,40,false,Unsafe,0,0.052,2,13,68.52,0.52,0.23,40,false,Unsafe,0,0.053,2,13,108.74,0.63,0.24,40,false
compare_single_p_907_with_base_x3,compare_single_p_907_resume,base,FMCAD08/Int/large/microwave22.lus,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true,Timeout,,,,,,,,,true
