filename,property_result,frame_sizes,total_time,k,solver,max_memory(MB),execution_time(s),cpu_time(s),exit_code,timed_out,variant
FMCAD08/Int/misc/ticket3i_3_e7_1312_e8_1916.lus,Safe,1,0.048,2,24,46.38,0.52,0.08,0,false,desc_l2l1
FMCAD08/Int/misc/ex8_e8_220_e7_249.lus,Unsafe,0,0.026,2,13,33.21,0.42,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/two_counters_e1_268.lus,Unsafe,,0.010,0,2,32.14,0.42,0.03,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e1_36.lus,Unsafe,0,0.026,1,9,35.27,0.54,0.05,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_all_e8_505_e7_2450.lus,Safe,7,0.171,2,121,47.54,0.74,0.23,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e1_350.lus,Unsafe,,0.012,0,2,32.66,0.43,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_3_e8_1703_e8_2560.lus,Safe,1,0.048,2,24,46.75,0.53,0.09,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e3_389.lus,Safe,1,0.035,2,23,46.13,0.53,0.05,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e3_442_e4_165.lus,Safe,1,0.037,2,28,46.02,0.53,0.06,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e7_217_e7_31.lus,Unsafe,,0.013,0,2,32.65,0.54,0.05,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/ticket3i_all_e7_591.lus,Safe,6,0.143,2,97,47.29,0.63,0.18,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e1_301.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/two_counters_e3_325.lus,Unsafe,0,0.029,1,17,45.38,0.52,0.05,40,false,desc_l2l1
FMCAD08/Int/misc/durationThm_3_e7_334.lus,Unsafe,2 0,0.119,2,106,46.58,0.54,0.14,40,false,desc_l2l1
FMCAD08/Int/misc/_6counters_e8_371_e1_448.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/ticket3i_3_e8_1703_e7_3491.lus,Unsafe,,0.020,0,2,42.16,0.55,0.07,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_1_e7_1669.lus,Safe,3,0.084,2,54,34.66,0.63,0.12,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_1_e7_217.lus,Unsafe,1,0.044,1,26,45.81,0.52,0.06,40,false,desc_l2l1
FMCAD08/Int/misc/traffic.lus,Safe,2,0.039,2,38,45.73,0.52,0.05,0,false,desc_l2l1
FMCAD08/Int/misc/two_counters_e2_3.lus,Unsafe,0,0.020,1,9,33.30,0.42,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/ticket3i_7_e1_2192_e1_1852.lus,Safe,9,0.204,2,171,47.57,0.73,0.24,0,false,desc_l2l1
FMCAD08/Int/misc/_6counters_e3_140_e8_149.lus,Timeout,,,,,,,,,true,desc_l2l1
FMCAD08/Int/misc/ticket3i_7_e2_2724_e7_524.lus,Safe,6,0.152,2,105,47.19,0.62,0.19,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e7_145_e2_169.lus,Safe,4,0.063,2,60,45.70,0.52,0.08,0,false,desc_l2l1
FMCAD08/Int/misc/durationThm_2_e7_145_e7_154.lus,Unsafe,,0.013,0,2,32.65,0.53,0.04,40,false,desc_l2l1
FMCAD08/Int/misc/_6counters_e8_371_e7_304.lus,Unsafe,2 0,0.098,2,97,45.54,0.53,0.13,40,false,desc_l2l1
